video_id,start_s,end_s,caption
0090c729-7bdd-4f99-8a76-1df2c7990ab1,138.2,144.433,#C C adjusts camera
0090c729-7bdd-4f99-8a76-1df2c7990ab1,140.283,140.9,#C C wipes hand with a cloth
0049fdd8-0044-4ef5-9c34-b3469416ebe5,0,7.104,#C C looks at person X and Y
0049fdd8-0044-4ef5-9c34-b3469416ebe5,3.029,4.757,#c c speaks to woman y
0049fdd8-0044-4ef5-9c34-b3469416ebe5,7.018,16.237,#C C adjusts the camera
0049fdd8-0044-4ef5-9c34-b3469416ebe5,17.922,21.122,#C C looks around
0049fdd8-0044-4ef5-9c34-b3469416ebe5,19.378,21.221,#c c speaks to man x
0075dfd4-03b2-48c3-bde1-d7851bc8e367,0.1,8.333,#C C looks around
0075dfd4-03b2-48c3-bde1-d7851bc8e367,10.233,53.1,#C C stares at the vase
0075dfd4-03b2-48c3-bde1-d7851bc8e367,53.433,57.233,#C C walks away from the  vase
0075dfd4-03b2-48c3-bde1-d7851bc8e367,55.09,59.266,#C C looks around
0075dfd4-03b2-48c3-bde1-d7851bc8e367,59.266,60.833,#C C opens the door
0075dfd4-03b2-48c3-bde1-d7851bc8e367,61,62.766,#C C walks away from the house
0075dfd4-03b2-48c3-bde1-d7851bc8e367,62.633,63.366,#C C closes the door with her hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,65.166,80.766,#C C walks out of a house
0075dfd4-03b2-48c3-bde1-d7851bc8e367,63.866,65.1,#C C opens the door
0075dfd4-03b2-48c3-bde1-d7851bc8e367,65.166,68.466,#C C walks away from the house
0075dfd4-03b2-48c3-bde1-d7851bc8e367,65.166,80.766,#C C opens the door of a car
0075dfd4-03b2-48c3-bde1-d7851bc8e367,81.6,82.5,#C C opens the car door
0075dfd4-03b2-48c3-bde1-d7851bc8e367,83.7,85.7,#C C stares at the inside of the car door
0075dfd4-03b2-48c3-bde1-d7851bc8e367,85.633,87.733,#C C enters the car
0075dfd4-03b2-48c3-bde1-d7851bc8e367,86.133,88.066,#C C gets inside the car
0075dfd4-03b2-48c3-bde1-d7851bc8e367,86.966,88.133,#C C closes the car door
0075dfd4-03b2-48c3-bde1-d7851bc8e367,87.914,93.933,#C C looks around
0075dfd4-03b2-48c3-bde1-d7851bc8e367,93.933,96.866,#C C operates the car with his right hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,93.933,94.8,#C C opens the car safe with his right hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,93.933,94.833,#C C lifts up the arm rest
0075dfd4-03b2-48c3-bde1-d7851bc8e367,94.733,96.233,#C C takes out a white cord from the safe
0075dfd4-03b2-48c3-bde1-d7851bc8e367,94.733,96.166,#C C picks up the cable
0075dfd4-03b2-48c3-bde1-d7851bc8e367,95.933,96.733,#C C closes the safe with his right hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,95.966,96.733,#C C lowers the arm rest
0075dfd4-03b2-48c3-bde1-d7851bc8e367,95.709,106.733,#C C stares at the radio
0075dfd4-03b2-48c3-bde1-d7851bc8e367,95.905,96.733,#C C touches the safe with his right hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,97.466,97.9,#C C raises his right hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,96.789,97.733,#C C lifts up the arm rest
0075dfd4-03b2-48c3-bde1-d7851bc8e367,101.333,102.433,#C C lowers the arm rest
0075dfd4-03b2-48c3-bde1-d7851bc8e367,103.033,103.866,#C C adjusts the white cord
0075dfd4-03b2-48c3-bde1-d7851bc8e367,104.333,105.633,#C C stares at the radio
0075dfd4-03b2-48c3-bde1-d7851bc8e367,102.966,103.833,#C C pulls on the cable with her hands
0075dfd4-03b2-48c3-bde1-d7851bc8e367,104.333,105.633,#C C stares at the radio
0075dfd4-03b2-48c3-bde1-d7851bc8e367,106.233,108.933,#C C looks around
0075dfd4-03b2-48c3-bde1-d7851bc8e367,108.266,109.833,#C C pulls on the cable with her hands
0075dfd4-03b2-48c3-bde1-d7851bc8e367,110.3,115.733,#C C stares at the radio
0075dfd4-03b2-48c3-bde1-d7851bc8e367,115.533,117.066,#C C picks up the cable
0075dfd4-03b2-48c3-bde1-d7851bc8e367,116.533,117.833,#C C holds a phone in his left hand
0075dfd4-03b2-48c3-bde1-d7851bc8e367,116.6,117.833,#C C inserts the cable on her phone
0075dfd4-03b2-48c3-bde1-d7851bc8e367,116.762,118.4,#C C stares at the wind screen
0075dfd4-03b2-48c3-bde1-d7851bc8e367,118.769,120.266,#C C operates the phone
0075dfd4-03b2-48c3-bde1-d7851bc8e367,118.769,120.066,#C C operates her phone
0075dfd4-03b2-48c3-bde1-d7851bc8e367,148.675,164.133,#C C stares at the steering wheel
0075dfd4-03b2-48c3-bde1-d7851bc8e367,164.333,166.666,#C C drops the phone in the phone pouch in the car
00eff7a7-67b4-417f-a285-82eaadc80937,0,1.933,"#C C touches a multimeter
"
00eff7a7-67b4-417f-a285-82eaadc80937,0,1.923,#C C touches the digital multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,1.264,2.233,#C C turns a range selector of the multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,2.366,3.133,#C C touches electric wire with left hand
00eff7a7-67b4-417f-a285-82eaadc80937,2.4,3.4,#C C straightens the test probes
00eff7a7-67b4-417f-a285-82eaadc80937,5.033,9.7,#C C connects electric wires together
00eff7a7-67b4-417f-a285-82eaadc80937,5.133,9.733,#C C plugs in the test probes
00eff7a7-67b4-417f-a285-82eaadc80937,9.866,11.466,#C C looks at the multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,9.933,11.433,#C C looks at the digital multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,11.7,18.033,#C C connects electric wires together
00eff7a7-67b4-417f-a285-82eaadc80937,13.291,17.9,#C C plugs in the test probes
00eff7a7-67b4-417f-a285-82eaadc80937,15.135,19.433,#C C looks at the electric wires
00eff7a7-67b4-417f-a285-82eaadc80937,25.6,29.366,#C C looks at the digital multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,26.122,29.433,#C C looks at the multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,29.833,31.9,#C C plugs in the test probes
00eff7a7-67b4-417f-a285-82eaadc80937,29.633,32,#C C looks at the electric wires
00eff7a7-67b4-417f-a285-82eaadc80937,31.9,33.666,#C C looks around
00eff7a7-67b4-417f-a285-82eaadc80937,34.166,38.933,#C C looks at the multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,39.1,40.333,#C C touches the digital multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,39.371,40.366,#C C turns a range selector of the multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,40.546,42.133,#C C picks electric wire with left hand
00eff7a7-67b4-417f-a285-82eaadc80937,40.787,41.933,#C C picks test probes
00eff7a7-67b4-417f-a285-82eaadc80937,41.9,47.166,#C C plugs in the test probes
00eff7a7-67b4-417f-a285-82eaadc80937,42.113,47.133,#C C connects electric wires together
00eff7a7-67b4-417f-a285-82eaadc80937,47.037,48.966,#C C picks electric wire with right hand
00eff7a7-67b4-417f-a285-82eaadc80937,51.3,52.733,#C C connects electric wires together
00eff7a7-67b4-417f-a285-82eaadc80937,53.266,59.566,#C C looks at the digital multimeter
00eff7a7-67b4-417f-a285-82eaadc80937,53.18,59.6,#C C looks at the multimete
00eff7a7-67b4-417f-a285-82eaadc80937,61.547,65.433,#C C disconnects the electric wires
00eff7a7-67b4-417f-a285-82eaadc80937,61.547,65.366,#C C unplugs the testing probes
00eff7a7-67b4-417f-a285-82eaadc80937,65.995,68.666,#C C puts the electric wires on top of a slab
00eff7a7-67b4-417f-a285-82eaadc80937,66.568,67.666,#C C touches the camera
00eff7a7-67b4-417f-a285-82eaadc80937,66.765,67.733,#C C adjusts camera
00eff7a7-67b4-417f-a285-82eaadc80937,66.568,68.7,#C C puts the testing probes down
00eff7a7-67b4-417f-a285-82eaadc80937,67.949,69.733,#C C removes phone from the pocket
00eff7a7-67b4-417f-a285-82eaadc80937,69.512,73.3,#C C scrolls on the phone
00eff7a7-67b4-417f-a285-82eaadc80937,69.87,73.4,#C C uses phone
00eff7a7-67b4-417f-a285-82eaadc80937,73.364,76.2,#C C touches the camera
00eff7a7-67b4-417f-a285-82eaadc80937,73.533,76.2,#C C adjusts camera
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,0,0.341,#C C puts camera into focus
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,0.874,2.624,#C C holds onto a wood plank on the sliding carriage of a table saw. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,1.024,2.624,#C C turns on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,3.163,10.794,#C C adjusts the wood plank on the sliding carriage of the table saw.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,4.292,8.987,#C C looks over the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,6.298,8.042,#C C pushes a piece of wood on the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,9.755,11.69,#C C looks over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,10.457,11.797,#C C moves the sliding carriage forward. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,11.873,12.621,#C C stretches his right hand. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,11.873,13.461,#C C picks a yellow piece of metal
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,13.412,14.698,#C C drops a yellow piece of metal on the unfinished stool
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,14.882,18.434,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,14.882,17.187,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,17.048,18.072,#C C pulls a piece of wood backward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,21.677,25.517,#C C looks over the piece of wood on the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,20.214,20.954,#C C pushes a piece of wood forward on the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,20.854,21.528,#C C pulls a piece of wood backward on the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,22.621,25.624,#C C looks over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,27.714,28.954,#C C adjusts the wood plank on the sliding carriage.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,29.555,33.287,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,29.555,30.154,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,30.128,30.896,#C C pulls a piece of wood backward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,31.45,32.304,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,32.133,32.944,#C C pulls a piece of wood backward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,33.187,35.226,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,33.434,35.226,#C C looks over a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,35.248,36.461,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,35.445,37.232,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,36.653,37.445,#C C pulls a piece of wood backward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,38.362,39.194,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,38.362,39.354,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,39.493,40.554,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,39.521,41.287,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,40.517,41.306,#C C pulls a piece of wood backward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,41.438,42.224,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,41.421,42.266,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,42.495,44.442,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,42.495,43.738,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,44.875,45.621,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,44.912,45.654,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,45.962,47.654,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,47.709,48.669,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,47.73,48.669,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,47.794,48.69,#C C aligns a piece wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,49.007,50.654,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,49.196,49.992,#C C pushes a piece of wood forward on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,50.866,51.721,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,50.866,51.621,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,51.952,52.473,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,52.084,52.921,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,54.011,54.856,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,54.146,54.987,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,55.392,56.925,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,55.487,56.349,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,57.365,58.254,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,57.309,58.056,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,58.15,60.149,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,58.484,59.321,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,60.234,62.41,#C C  looks  over a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,61.515,62.054,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,62.637,64.074,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,62.649,63.587,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,64.266,65.056,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,64.609,65.29,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,66.14,67.829,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,66.482,67.232,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,68.042,69.088,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,68.275,69.066,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,69.498,70.987,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,69.732,70.389,#C C pushes  piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,71.259,72.992,#C C aligns  a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,71.298,72.842,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,73.198,75.087,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,73.465,74.378,#C C pushes a piece of wood over a belt sander 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,75.369,76.301,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,75.561,76.301,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,76.587,78.221,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,76.587,77.56,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,78.583,79.778,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,79.001,79.693,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,80.107,81.354,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,80.107,80.802,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,81.6,83.087,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,81.666,82.957,#C C  aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,83.324,84.856,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,83.324,84.221,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,85.098,86.349,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,85.251,86.434,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,86.782,88.376,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,86.782,87.8,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,88.693,89.741,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,88.745,89.787,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,88.745,89.826,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,90.189,90.938,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,91.615,92.602,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,92.011,92.654,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,92.661,94.16,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,92.794,93.562,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,94.254,95.29,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,94.254,95.205,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,95.476,96.869,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,95.476,96.272,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,97.073,98.362,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,97.073,98.469,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,98.527,99.921,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,98.527,99.258,#C C pushes a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,99.941,101.285,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,100.492,101.187,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,101.453,102.736,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,101.453,102.224,#C C pushes a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,103.009,104.058,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,103.009,103.994,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,104.368,105.874,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,104.368,105.32,#C C pushes a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,105.996,107.487,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,106.052,107.287,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,107.537,109.032,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,107.537,108.328,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,109.297,110.589,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,109.554,110.589,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,110.969,112.317,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,110.969,111.677,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,112.983,114.13,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,113,114.088,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,114.247,115.987,#C C moves the sliding carriage back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,114.247,115.389,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,117.33,119.762,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,117.86,119.89,#C C adjusts the wood plank on the sliding carriage. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,120.254,121.642,#C C moves the sliding carriage back and forth.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,120.181,120.981,#C C pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,121.941,122.645,#C C aligns a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,123.47,124.266,#C C moves the sliding carriage forward.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,123.47,124.501,#C C  pushes a piece of wood over a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,124.842,151.216,#C C moves the wood plank with his left hand back and forth. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,126.319,127.914,#C C aligns a piece of wood on a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,128.931,132.97,#C C pushes a piece of wood across the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,152.154,152.773,#C C looks around the belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,152.287,153.37,#C C turns off a belt sander
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,154.308,155.254,#C C picks up the wood plank.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,154.885,156.016,#C C looks over a piece of wood
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,156.579,157.466,#C C drops the wood plank on the table saw. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,156.464,157.424,"#C C picks up a chisel with his right hand.
"
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,157.282,157.872,#C C moves the chisel to his left hand. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,156.579,157.36,#C C picks a sharp cutting blade from the table
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,159.001,166.856,#C C cuts a piece of wood with a cutting blade
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,159.811,166.856,#C C files the wood plank. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,166.792,168.264,#C C turns a piece of wood around 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,166.792,168.328,#C C  cuts a piece of wood with a cutting blade
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,181.557,182.069,#C C drops the chisel on the table saw. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,181.631,182.325,#C C raises the wood plank. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,181.557,182.054,#C C drops a cutting blade on the table
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,182.304,184.224,#C C rubs off wood shavings on the wood plank. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,182.304,183.821,#C C wipes a piece of wood with a hand
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,183.221,186.621,#C C walks towards a wood work.
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,183.221,186.387,#C C walks around the workshop with a piece of wood
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,186.698,198.2,#C C attaches the wood plank to the wood work. 
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,187.05,198.2,#C C fixes a piece of wood on the other piece of wood
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,195.102,196.987,#C C looks around it
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,195.102,196.749,#C C looks around the workshop
00dec6a0-dd5f-4024-91cf-a4b7c92d1242,0,199.872,C was in the workshop cutting a piece of wood on the belt sander and fixing it on the other piece of wood #sammary
01364662-3e8c-4974-a69d-4c3bf6feb3e0,0,0.746,#C C picks a drumstick from the drum with his right hand.
01364662-3e8c-4974-a69d-4c3bf6feb3e0,0,0.746,#C C picks a drumstick from a drum with his left hand.
01364662-3e8c-4974-a69d-4c3bf6feb3e0,0.682,6.528,#C C drums on the drum set with the drumsticks in his both hands.
01364662-3e8c-4974-a69d-4c3bf6feb3e0,0.682,6.528,#C C plays drums 
01364662-3e8c-4974-a69d-4c3bf6feb3e0,6.7,7.573,#C C plays the cymbal
01364662-3e8c-4974-a69d-4c3bf6feb3e0,7.055,7.554,#C C plays the cymbal
01364662-3e8c-4974-a69d-4c3bf6feb3e0,7.754,14.805,#C C plays drums 
01364662-3e8c-4974-a69d-4c3bf6feb3e0,7.754,14.805,#C C plays drums 
01364662-3e8c-4974-a69d-4c3bf6feb3e0,14.925,15.256,#C C plays the cymbal
01364662-3e8c-4974-a69d-4c3bf6feb3e0,15.469,17.901,#C C plays the drum
01364662-3e8c-4974-a69d-4c3bf6feb3e0,15.789,17.901,#C C plays the cymbal
01364662-3e8c-4974-a69d-4c3bf6feb3e0,17.73,32.133,#C C plays the drum
022a0833-bd07-4dc6-8b94-2d82f0881009,0,1.866,#C C adjusts the camera
022a0833-bd07-4dc6-8b94-2d82f0881009,2.233,3.533,#C C picks up the roller brush
022a0833-bd07-4dc6-8b94-2d82f0881009,3.333,3.966,#C C holds the roller paint brush
022a0833-bd07-4dc6-8b94-2d82f0881009,3.566,10.966,"#C C rolls the roller brush in the ink container,"
022a0833-bd07-4dc6-8b94-2d82f0881009,9.766,10.6,#C C moves a step
